Instance	Formulation type	Assets number	Time window Length	Maintenance Types	Solution Status	Solving Time	Solution value
data/Instance_aproximated_327.txt	Langrange	100	5	3	To be defined	0.001362	-959	
data/Instance_aproximated_328.txt	Langrange	100	5	3	To be defined	0.001567	-2995.5	
data/Instance_aproximated_329.txt	Langrange	100	5	3	To be defined	0.001816	-6662	
data/Instance_aproximated_330.txt	Langrange	100	5	3	To be defined	0.002393	-1924	
data/Instance_aproximated_331.txt	Langrange	100	5	3	To be defined	0.002252	-154	
data/Instance_aproximated_332.txt	Langrange	100	5	3	To be defined	0.001545	-4353	
data/Instance_aproximated_333.txt	Langrange	100	5	3	To be defined	0.002012	-1048.5	
data/Instance_aproximated_334.txt	Langrange	100	5	3	To be defined	0.003523	-3848	
data/Instance_aproximated_335.txt	Langrange	100	5	3	To be defined	0.00272	-4846	
data/Instance_aproximated_336.txt	Langrange	100	5	3	To be defined	0.002513	-2754	
data/Instance_aproximated_337.txt	Langrange	100	5	3	To be defined	0.003393	-2163	
data/Instance_aproximated_338.txt	Langrange	100	5	3	To be defined	0.002313	-5229	
data/Instance_aproximated_339.txt	Langrange	100	5	3	To be defined	0.001593	-2037	
data/Instance_aproximated_340.txt	Langrange	100	5	3	To be defined	0.004111	-4583	
data/Instance_aproximated_341.txt	Langrange	100	5	3	To be defined	0.003448	-825.5	
data/Instance_aproximated_342.txt	Langrange	100	5	3	To be defined	0.002283	-4022	
data/Instance_aproximated_343.txt	Langrange	100	5	3	To be defined	0.002255	-2421	
data/Instance_aproximated_344.txt	Langrange	100	5	3	To be defined	0.003084	-2691	
data/Instance_aproximated_345.txt	Langrange	100	5	3	To be defined	0.002562	-3704	
data/Instance_aproximated_346.txt	Langrange	100	5	3	To be defined	0.003055	-2938.5	
data/Instance_aproximated_347.txt	Langrange	100	5	3	To be defined	0.003148	-2497.5	
data/Instance_aproximated_348.txt	Langrange	100	5	3	To be defined	0.002165	-1703	
data/Instance_aproximated_349.txt	Langrange	100	5	3	To be defined	0.002729	-5808	
data/Instance_aproximated_350.txt	Langrange	100	5	3	To be defined	0.002606	-1774	
data/Instance_aproximated_351.txt	Langrange	100	5	3	To be defined	0.001199	-6040	
data/Instance_aproximated_352.txt	Langrange	100	5	3	To be defined	0.002273	-5309	
data/Instance_aproximated_353.txt	Langrange	100	5	3	To be defined	0.001317	1440.5	
data/Instance_aproximated_354.txt	Langrange	100	5	3	To be defined	0.001714	-2934.5	
data/Instance_aproximated_355.txt	Langrange	100	5	3	To be defined	0.003259	-1232.5	
data/Instance_aproximated_356.txt	Langrange	100	5	3	To be defined	0.004201	-5583	
data/Instance_aproximated_357.txt	Langrange	100	5	3	To be defined	0.002003	-2421	
data/Instance_aproximated_358.txt	Langrange	100	5	3	To be defined	0.002313	-3272	
data/Instance_aproximated_359.txt	Langrange	100	5	3	To be defined	0.00162	-2753	
data/Instance_aproximated_360.txt	Langrange	100	5	3	To be defined	0.003313	-3534	
data/Instance_aproximated_361.txt	Langrange	100	5	3	To be defined	0.001298	-3346.5	
data/Instance_aproximated_362.txt	Langrange	100	5	3	To be defined	0.004264	-5286	
data/Instance_aproximated_363.txt	Langrange	100	5	3	To be defined	0.004907	-5149	
data/Instance_aproximated_364.txt	Langrange	100	5	3	To be defined	0.002478	-3782.5	
data/Instance_aproximated_365.txt	Langrange	100	5	3	To be defined	0.002559	-1546	
data/Instance_aproximated_366.txt	Langrange	100	5	3	To be defined	0.003276	-1221	
data/Instance_aproximated_367.txt	Langrange	100	5	3	To be defined	0.002421	-2237	
data/Instance_aproximated_368.txt	Langrange	100	5	3	To be defined	0.001343	-2021	
data/Instance_aproximated_369.txt	Langrange	100	5	3	To be defined	0.00254	-2339.5	
data/Instance_aproximated_370.txt	Langrange	100	5	3	To be defined	0.00184	-2548	
data/Instance_aproximated_371.txt	Langrange	100	5	3	To be defined	0.001129	-3318	
data/Instance_aproximated_372.txt	Langrange	100	5	3	To be defined	0.003202	-1878	
data/Instance_aproximated_373.txt	Langrange	100	5	3	To be defined	0.0025	-2653	
data/Instance_aproximated_374.txt	Langrange	100	5	3	To be defined	0.00329	-1622	
data/Instance_aproximated_375.txt	Langrange	100	5	3	To be defined	0.002034	-3400	
data/Instance_aproximated_376.txt	Langrange	100	5	3	To be defined	0.00206	-2852	
data/Instance_aproximated_377.txt	Langrange	100	5	3	To be defined	0.002972	-4498	
data/Instance_aproximated_378.txt	Langrange	100	5	3	To be defined	0.002419	-4391	
data/Instance_aproximated_379.txt	Langrange	100	5	3	To be defined	0.002568	-4293	
data/Instance_aproximated_380.txt	Langrange	100	5	3	To be defined	0.001505	-4290	
data/Instance_aproximated_381.txt	Langrange	100	5	3	To be defined	0.002832	-3000	
data/Instance_aproximated_382.txt	Langrange	100	5	3	To be defined	0.001379	-6354	
data/Instance_aproximated_383.txt	Langrange	100	5	3	To be defined	0.0026	-2394	
data/Instance_aproximated_384.txt	Langrange	100	5	3	To be defined	0.00135	-1067	
data/Instance_aproximated_385.txt	Langrange	100	5	3	To be defined	0.003084	-1686	
data/Instance_aproximated_386.txt	Langrange	100	5	3	To be defined	0.001279	-1693.5	
data/Instance_aproximated_387.txt	Langrange	100	5	3	To be defined	0.002062	-2713	
data/Instance_aproximated_388.txt	Langrange	100	5	3	To be defined	0.002562	-4379	
data/Instance_aproximated_389.txt	Langrange	100	5	3	To be defined	0.001309	-1071	
data/Instance_aproximated_390.txt	Langrange	100	5	3	To be defined	0.001448	-781	
data/Instance_aproximated_391.txt	Langrange	100	5	3	To be defined	0.002934	-2323	
data/Instance_aproximated_392.txt	Langrange	100	5	3	To be defined	0.002423	-2487	
data/Instance_aproximated_393.txt	Langrange	100	5	3	To be defined	0.003101	-2248.5	
data/Instance_aproximated_394.txt	Langrange	100	5	3	To be defined	0.001739	-1995	
data/Instance_aproximated_395.txt	Langrange	100	5	3	To be defined	0.002257	-2886	
data/Instance_aproximated_396.txt	Langrange	100	5	3	To be defined	0.002256	-2678	
data/Instance_aproximated_397.txt	Langrange	100	5	3	To be defined	0.001833	-1521	
data/Instance_aproximated_398.txt	Langrange	100	5	3	To be defined	0.001666	-1135	
data/Instance_aproximated_399.txt	Langrange	100	5	3	To be defined	0.002178	-4922	
data/Instance_aproximated_400.txt	Langrange	100	5	3	To be defined	0.00423	-4219	
data/Instance_aproximated_401.txt	Langrange	200	5	3	To be defined	0.002173	-741.5	
data/Instance_aproximated_402.txt	Langrange	200	5	3	To be defined	0.006344	-8691	
data/Instance_aproximated_403.txt	Langrange	200	5	3	To be defined	0.004172	-2405.5	
data/Instance_aproximated_404.txt	Langrange	200	5	3	To be defined	0.003765	-5435.5	
data/Instance_aproximated_405.txt	Langrange	200	5	3	To be defined	0.008009	-9216	
data/Instance_aproximated_406.txt	Langrange	200	5	3	To be defined	0.007336	-9943	
data/Instance_aproximated_407.txt	Langrange	200	5	3	To be defined	0.003695	-3946	
data/Instance_aproximated_408.txt	Langrange	200	5	3	To be defined	0.005357	-9049	
data/Instance_aproximated_409.txt	Langrange	200	5	3	To be defined	0.007892	-2802	
data/Instance_aproximated_410.txt	Langrange	200	5	3	To be defined	0.00244	-7041	
data/Instance_aproximated_411.txt	Langrange	200	5	3	To be defined	0.012872	-8465	
data/Instance_aproximated_412.txt	Langrange	200	5	3	To be defined	0.00271	-5512	
data/Instance_aproximated_413.txt	Langrange	200	5	3	To be defined	0.00215	-7603	
data/Instance_aproximated_414.txt	Langrange	200	5	3	To be defined	0.005802	-525	
data/Instance_aproximated_415.txt	Langrange	200	5	3	To be defined	0.009383	-10458	
data/Instance_aproximated_416.txt	Langrange	200	5	3	To be defined	0.011593	-4751	
data/Instance_aproximated_417.txt	Langrange	200	5	3	To be defined	0.00375	-2600.5	
data/Instance_aproximated_418.txt	Langrange	200	5	3	To be defined	0.009395	-10426	
data/Instance_aproximated_419.txt	Langrange	200	5	3	To be defined	0.002753	-8835	
data/Instance_aproximated_420.txt	Langrange	200	5	3	To be defined	0.007192	-5224.5	
data/Instance_aproximated_421.txt	Langrange	200	5	3	To be defined	0.01072	-10875	
data/Instance_aproximated_422.txt	Langrange	200	5	3	To be defined	0.007594	-8760	
data/Instance_aproximated_423.txt	Langrange	200	5	3	To be defined	0.009409	-4488.5	
data/Instance_aproximated_424.txt	Langrange	200	5	3	To be defined	0.005112	-1471	
data/Instance_aproximated_425.txt	Langrange	200	5	3	To be defined	0.008314	-11724	
data/Instance_aproximated_426.txt	Langrange	200	5	3	To be defined	0.005664	-9231	
data/Instance_aproximated_427.txt	Langrange	200	5	3	To be defined	0.003579	-4600	
data/Instance_aproximated_428.txt	Langrange	200	5	3	To be defined	0.007533	-5413	
data/Instance_aproximated_429.txt	Langrange	200	5	3	To be defined	0.014576	-7656	
data/Instance_aproximated_430.txt	Langrange	200	5	3	To be defined	0.005732	-7608	
data/Instance_aproximated_431.txt	Langrange	200	5	3	To be defined	0.002487	-11185	
data/Instance_aproximated_432.txt	Langrange	200	5	3	To be defined	0.005565	-10508	
data/Instance_aproximated_433.txt	Langrange	200	5	3	To be defined	0.006673	-6217.5	
data/Instance_aproximated_434.txt	Langrange	200	5	3	To be defined	0.008282	-1025	
data/Instance_aproximated_435.txt	Langrange	200	5	3	To be defined	0.003465	-4908.5	
data/Instance_aproximated_436.txt	Langrange	200	5	3	To be defined	0.002736	-1588	
data/Instance_aproximated_437.txt	Langrange	200	5	3	To be defined	0.012402	-4972.5	
data/Instance_aproximated_438.txt	Langrange	200	5	3	To be defined	0.00359	-11624	
data/Instance_aproximated_439.txt	Langrange	200	5	3	To be defined	0.00797	-4627	
data/Instance_aproximated_440.txt	Langrange	200	5	3	To be defined	0.004046	-3556	
data/Instance_aproximated_441.txt	Langrange	200	5	3	To be defined	0.005357	-2383	
data/Instance_aproximated_442.txt	Langrange	200	5	3	To be defined	0.004033	-10060	
data/Instance_aproximated_443.txt	Langrange	200	5	3	To be defined	0.005315	-7351.5	
data/Instance_aproximated_444.txt	Langrange	200	5	3	To be defined	0.009093	-9985	
data/Instance_aproximated_445.txt	Langrange	200	5	3	To be defined	0.004336	-4585.5	
data/Instance_aproximated_446.txt	Langrange	200	5	3	To be defined	0.006831	-7962	
data/Instance_aproximated_447.txt	Langrange	200	5	3	To be defined	0.003432	291	
data/Instance_aproximated_448.txt	Langrange	200	5	3	To be defined	0.001896	-1309	
data/Instance_aproximated_449.txt	Langrange	200	5	3	To be defined	0.007773	-4426	
data/Instance_aproximated_450.txt	Langrange	200	5	3	To be defined	0.013632	-2001.5	
data/Instance_aproximated_451.txt	Langrange	200	5	3	To be defined	0.012817	-8105	
data/Instance_aproximated_452.txt	Langrange	200	5	3	To be defined	0.009279	-6012	
data/Instance_aproximated_453.txt	Langrange	200	5	3	To be defined	0.008843	-6346.5	
data/Instance_aproximated_454.txt	Langrange	200	5	3	To be defined	0.005683	-5865.5	
data/Instance_aproximated_455.txt	Langrange	200	5	3	To be defined	0.006089	-8552	
data/Instance_aproximated_456.txt	Langrange	200	5	3	To be defined	0.005189	-6856.5	
data/Instance_aproximated_457.txt	Langrange	200	5	3	To be defined	0.013	-9647.5	
data/Instance_aproximated_458.txt	Langrange	200	5	3	To be defined	0.004441	-13254	
data/Instance_aproximated_459.txt	Langrange	200	5	3	To be defined	0.008693	-8348	
data/Instance_aproximated_460.txt	Langrange	200	5	3	To be defined	0.004405	-3955	
data/Instance_aproximated_461.txt	Langrange	200	5	3	To be defined	0.008333	-11193	
data/Instance_aproximated_462.txt	Langrange	200	5	3	To be defined	0.011283	-11941	
data/Instance_aproximated_463.txt	Langrange	200	5	3	To be defined	0.003011	-9573	
data/Instance_aproximated_464.txt	Langrange	200	5	3	To be defined	0.002227	-12705	
data/Instance_aproximated_465.txt	Langrange	200	5	3	To be defined	0.008999	-5686	
data/Instance_aproximated_466.txt	Langrange	200	5	3	To be defined	0.008957	-10086	
data/Instance_aproximated_467.txt	Langrange	200	5	3	To be defined	0.003388	-9816	
data/Instance_aproximated_468.txt	Langrange	200	5	3	To be defined	0.006894	-8467	
data/Instance_aproximated_469.txt	Langrange	200	5	3	To be defined	0.003615	467	
data/Instance_aproximated_470.txt	Langrange	200	5	3	To be defined	0.005898	-4545	
data/Instance_aproximated_471.txt	Langrange	200	5	3	To be defined	0.007206	-10157	
data/Instance_aproximated_472.txt	Langrange	200	5	3	To be defined	0.009788	-2455.5	
data/Instance_aproximated_473.txt	Langrange	200	5	3	To be defined	0.004877	-2627.5	
data/Instance_aproximated_474.txt	Langrange	200	5	3	To be defined	0.002673	-8244	
data/Instance_aproximated_475.txt	Langrange	200	5	3	To be defined	0.002362	-514	
data/Instance_aproximated_476.txt	Langrange	200	5	3	To be defined	0.003299	-3419.5	
data/Instance_aproximated_477.txt	Langrange	200	5	3	To be defined	0.004416	-7514	
data/Instance_aproximated_478.txt	Langrange	200	5	3	To be defined	0.007988	-1824	
data/Instance_aproximated_479.txt	Langrange	200	5	3	To be defined	0.003068	-11708	
data/Instance_aproximated_480.txt	Langrange	200	5	3	To be defined	0.003299	-8609	
data/Instance_aproximated_481.txt	Langrange	200	5	3	To be defined	0.003903	-1189	
data/Instance_aproximated_482.txt	Langrange	200	5	3	To be defined	0.002841	-10127	
data/Instance_aproximated_483.txt	Langrange	200	5	3	To be defined	0.007985	-920	
data/Instance_aproximated_484.txt	Langrange	200	5	3	To be defined	0.007728	-10687	
data/Instance_aproximated_485.txt	Langrange	200	5	3	To be defined	0.002894	-2911	
data/Instance_aproximated_486.txt	Langrange	200	5	3	To be defined	0.004922	-7817	
data/Instance_aproximated_487.txt	Langrange	200	5	3	To be defined	0.007153	-9049	
data/Instance_aproximated_488.txt	Langrange	200	5	3	To be defined	0.003239	-4871	
data/Instance_aproximated_489.txt	Langrange	200	5	3	To be defined	0.003056	-3625	
data/Instance_aproximated_490.txt	Langrange	200	5	3	To be defined	0.007836	-9898	
data/Instance_aproximated_491.txt	Langrange	200	5	3	To be defined	0.009204	-6374	
data/Instance_aproximated_492.txt	Langrange	200	5	3	To be defined	0.007682	-9815	
data/Instance_aproximated_493.txt	Langrange	200	5	3	To be defined	0.007113	-10891	
data/Instance_aproximated_494.txt	Langrange	200	5	3	To be defined	0.0083	-8603	
data/Instance_aproximated_495.txt	Langrange	200	5	3	To be defined	0.008565	-2951.5	
data/Instance_aproximated_496.txt	Langrange	200	5	3	To be defined	0.004924	-7138	
data/Instance_aproximated_497.txt	Langrange	200	5	3	To be defined	0.002349	-8789	
data/Instance_aproximated_498.txt	Langrange	200	5	3	To be defined	0.012639	-6888	
data/Instance_aproximated_499.txt	Langrange	200	5	3	To be defined	0.011452	-7705	
data/Instance_aproximated_500.txt	Langrange	200	5	3	To be defined	0.008205	-10601	
data/Instance_aproximated_501.txt	Langrange	300	5	3	To be defined	0.007804	-17249	
data/Instance_aproximated_502.txt	Langrange	300	5	3	To be defined	0.013687	-15394	
data/Instance_aproximated_503.txt	Langrange	300	5	3	To be defined	0.013925	-8156	
data/Instance_aproximated_504.txt	Langrange	300	5	3	To be defined	0.009837	-11037	
data/Instance_aproximated_505.txt	Langrange	300	5	3	To be defined	0.020499	-7395.5	
data/Instance_aproximated_506.txt	Langrange	300	5	3	To be defined	0.019212	-8897	
data/Instance_aproximated_507.txt	Langrange	300	5	3	To be defined	0.005558	-8446.5	
data/Instance_aproximated_508.txt	Langrange	300	5	3	To be defined	0.014202	-6774	
data/Instance_aproximated_509.txt	Langrange	300	5	3	To be defined	0.004008	-11119	
data/Instance_aproximated_510.txt	Langrange	300	5	3	To be defined	0.009505	-5188	
data/Instance_aproximated_511.txt	Langrange	300	5	3	To be defined	0.019135	-7618	
data/Instance_aproximated_512.txt	Langrange	300	5	3	To be defined	0.018102	-14982	
data/Instance_aproximated_513.txt	Langrange	300	5	3	To be defined	0.009833	-9615	
data/Instance_aproximated_514.txt	Langrange	300	5	3	To be defined	0.005443	-13570	
data/Instance_aproximated_515.txt	Langrange	300	5	3	To be defined	0.023088	-13077	
data/Instance_aproximated_516.txt	Langrange	300	5	3	To be defined	0.017536	-5422.5	
data/Instance_aproximated_517.txt	Langrange	300	5	3	To be defined	0.017066	-10999	
data/Instance_aproximated_518.txt	Langrange	300	5	3	To be defined	0.006359	-4885	
data/Instance_aproximated_519.txt	Langrange	300	5	3	To be defined	0.007953	-9017.5	
data/Instance_aproximated_520.txt	Langrange	300	5	3	To be defined	0.00602	-13046	
data/Instance_aproximated_521.txt	Langrange	300	5	3	To be defined	0.02051	-9350	
data/Instance_aproximated_522.txt	Langrange	300	5	3	To be defined	0.0141	-2157.5	
data/Instance_aproximated_523.txt	Langrange	300	5	3	To be defined	0.018507	-5422	
data/Instance_aproximated_524.txt	Langrange	300	5	3	To be defined	0.019007	-11213	
data/Instance_aproximated_525.txt	Langrange	300	5	3	To be defined	0.006663	-16756	
data/Instance_aproximated_526.txt	Langrange	300	5	3	To be defined	0.007727	-3874.5	
data/Instance_aproximated_527.txt	Langrange	300	5	3	To be defined	0.019348	-15108	
data/Instance_aproximated_528.txt	Langrange	300	5	3	To be defined	0.01412	-7397	
data/Instance_aproximated_529.txt	Langrange	300	5	3	To be defined	0.01423	-1521	
data/Instance_aproximated_530.txt	Langrange	300	5	3	To be defined	0.010919	-17281	
data/Instance_aproximated_531.txt	Langrange	300	5	3	To be defined	0.014737	-13121	
data/Instance_aproximated_532.txt	Langrange	300	5	3	To be defined	0.030952	-8210	
data/Instance_aproximated_533.txt	Langrange	300	5	3	To be defined	0.009723	-826.5	
data/Instance_aproximated_534.txt	Langrange	300	5	3	To be defined	0.008419	-367.5	
data/Instance_aproximated_535.txt	Langrange	300	5	3	To be defined	0.012338	-1854.5	
data/Instance_aproximated_536.txt	Langrange	300	5	3	To be defined	0.01245	-7197	
data/Instance_aproximated_537.txt	Langrange	300	5	3	To be defined	0.019105	-13800	
data/Instance_aproximated_538.txt	Langrange	300	5	3	To be defined	0.009616	-5334	
data/Instance_aproximated_539.txt	Langrange	300	5	3	To be defined	0.021305	-13724	
data/Instance_aproximated_540.txt	Langrange	300	5	3	To be defined	0.012059	-10270.5	
data/Instance_aproximated_541.txt	Langrange	300	5	3	To be defined	0.017116	-7005	
data/Instance_aproximated_542.txt	Langrange	300	5	3	To be defined	0.013059	-15580	
data/Instance_aproximated_543.txt	Langrange	300	5	3	To be defined	0.021812	-9670	
data/Instance_aproximated_544.txt	Langrange	300	5	3	To be defined	0.023959	-15559	
data/Instance_aproximated_545.txt	Langrange	300	5	3	To be defined	0.025612	-14766	
data/Instance_aproximated_546.txt	Langrange	300	5	3	To be defined	0.011933	-11988	
data/Instance_aproximated_547.txt	Langrange	300	5	3	To be defined	0.015553	-12806.5	
data/Instance_aproximated_548.txt	Langrange	300	5	3	To be defined	0.006993	-7543	
data/Instance_aproximated_549.txt	Langrange	300	5	3	To be defined	0.00808	-12269	
data/Instance_aproximated_550.txt	Langrange	300	5	3	To be defined	0.011482	-13271	
data/Instance_aproximated_551.txt	Langrange	300	5	3	To be defined	0.01865	-15144	
data/Instance_aproximated_552.txt	Langrange	300	5	3	To be defined	0.005006	-13511	
data/Instance_aproximated_553.txt	Langrange	300	5	3	To be defined	0.009837	-14819	
data/Instance_aproximated_554.txt	Langrange	300	5	3	To be defined	0.013	-3603	
data/Instance_aproximated_555.txt	Langrange	300	5	3	To be defined	0.017995	-14727	
data/Instance_aproximated_556.txt	Langrange	300	5	3	To be defined	0.00829	-14337	
data/Instance_aproximated_557.txt	Langrange	300	5	3	To be defined	0.028024	-9080	
data/Instance_aproximated_558.txt	Langrange	300	5	3	To be defined	0.010235	-3224.5	
data/Instance_aproximated_559.txt	Langrange	300	5	3	To be defined	0.028052	-17350	
data/Instance_aproximated_560.txt	Langrange	300	5	3	To be defined	0.023488	-8064.5	
data/Instance_aproximated_561.txt	Langrange	300	5	3	To be defined	0.021655	-5707	
data/Instance_aproximated_562.txt	Langrange	300	5	3	To be defined	0.018221	-6875	
data/Instance_aproximated_563.txt	Langrange	300	5	3	To be defined	0.02369	-11249	
data/Instance_aproximated_564.txt	Langrange	300	5	3	To be defined	0.010902	-15011	
data/Instance_aproximated_565.txt	Langrange	300	5	3	To be defined	0.004098	-11386.5	
data/Instance_aproximated_566.txt	Langrange	300	5	3	To be defined	0.01815	-15698	
data/Instance_aproximated_567.txt	Langrange	300	5	3	To be defined	0.008443	-11234	
data/Instance_aproximated_568.txt	Langrange	300	5	3	To be defined	0.019931	-15514	
data/Instance_aproximated_569.txt	Langrange	300	5	3	To be defined	0.005188	-5092	
data/Instance_aproximated_570.txt	Langrange	300	5	3	To be defined	0.016099	-12929	
data/Instance_aproximated_571.txt	Langrange	300	5	3	To be defined	0.01085	-5215.5	
data/Instance_aproximated_572.txt	Langrange	300	5	3	To be defined	0.011473	-14862	
data/Instance_aproximated_573.txt	Langrange	300	5	3	To be defined	0.012367	-7776	
data/Instance_aproximated_574.txt	Langrange	300	5	3	To be defined	0.01983	-12374	
data/Instance_aproximated_575.txt	Langrange	300	5	3	To be defined	0.01694	-14925	
data/Instance_aproximated_576.txt	Langrange	300	5	3	To be defined	0.010752	-7185	
data/Instance_aproximated_577.txt	Langrange	300	5	3	To be defined	0.009639	-10914	
data/Instance_aproximated_578.txt	Langrange	300	5	3	To be defined	0.011665	-4521	
data/Instance_aproximated_579.txt	Langrange	300	5	3	To be defined	0.004208	-18328	
data/Instance_aproximated_580.txt	Langrange	300	5	3	To be defined	0.006425	-956	
data/Instance_aproximated_581.txt	Langrange	300	5	3	To be defined	0.008093	-10052.5	
data/Instance_aproximated_582.txt	Langrange	300	5	3	To be defined	0.015397	-10108.5	
data/Instance_aproximated_583.txt	Langrange	300	5	3	To be defined	0.021798	-11683	
data/Instance_aproximated_584.txt	Langrange	300	5	3	To be defined	0.020151	-15257	
data/Instance_aproximated_585.txt	Langrange	300	5	3	To be defined	0.019605	-9612	
data/Instance_aproximated_586.txt	Langrange	300	5	3	To be defined	0.009306	-4864	
data/Instance_aproximated_587.txt	Langrange	300	5	3	To be defined	0.023326	-15756	
data/Instance_aproximated_588.txt	Langrange	300	5	3	To be defined	0.007454	-15653	
data/Instance_aproximated_589.txt	Langrange	300	5	3	To be defined	0.022285	-14204	
data/Instance_aproximated_590.txt	Langrange	300	5	3	To be defined	0.005279	-14472	
data/Instance_aproximated_591.txt	Langrange	300	5	3	To be defined	0.025499	-11813.5	
data/Instance_aproximated_592.txt	Langrange	300	5	3	To be defined	0.016832	-12821	
data/Instance_aproximated_593.txt	Langrange	300	5	3	To be defined	0.01672	-9301	
data/Instance_aproximated_594.txt	Langrange	300	5	3	To be defined	0.03027	-8412.5	
data/Instance_aproximated_595.txt	Langrange	300	5	3	To be defined	0.018594	-9851.5	
data/Instance_aproximated_596.txt	Langrange	300	5	3	To be defined	0.01556	-7266	
data/Instance_aproximated_597.txt	Langrange	300	5	3	To be defined	0.010857	-2708.5	
data/Instance_aproximated_598.txt	Langrange	300	5	3	To be defined	0.006702	-5700	
data/Instance_aproximated_599.txt	Langrange	300	5	3	To be defined	0.020349	-13239.5	
data/Instance_aproximated_600.txt	Langrange	300	5	3	To be defined	0.005298	-9621	
data/Instance_aproximated_601.txt	Langrange	400	5	3	To be defined	0.012091	-7442	
data/Instance_aproximated_602.txt	Langrange	400	5	3	To be defined	0.045759	-11644	
data/Instance_aproximated_603.txt	Langrange	400	5	3	To be defined	0.036921	-12953	
data/Instance_aproximated_604.txt	Langrange	400	5	3	To be defined	0.031921	-16985	
data/Instance_aproximated_605.txt	Langrange	400	5	3	To be defined	0.046425	-6104	
data/Instance_aproximated_606.txt	Langrange	400	5	3	To be defined	0.04718	-19490	
data/Instance_aproximated_607.txt	Langrange	400	5	3	To be defined	0.013092	-3894.5	
data/Instance_aproximated_608.txt	Langrange	400	5	3	To be defined	0.021287	-16350	
data/Instance_aproximated_609.txt	Langrange	400	5	3	To be defined	0.030668	-6793	
data/Instance_aproximated_610.txt	Langrange	400	5	3	To be defined	0.019106	-4082	
data/Instance_aproximated_611.txt	Langrange	400	5	3	To be defined	0.010869	-2312.5	
data/Instance_aproximated_612.txt	Langrange	400	5	3	To be defined	0.034424	-2981.5	
data/Instance_aproximated_613.txt	Langrange	400	5	3	To be defined	0.013696	-16967.5	
data/Instance_aproximated_614.txt	Langrange	400	5	3	To be defined	0.02676	-13196.5	
data/Instance_aproximated_615.txt	Langrange	400	5	3	To be defined	0.046598	-10158	
data/Instance_aproximated_616.txt	Langrange	400	5	3	To be defined	0.029812	-7229.5	
data/Instance_aproximated_617.txt	Langrange	400	5	3	To be defined	0.058136	-8835.5	
data/Instance_aproximated_618.txt	Langrange	400	5	3	To be defined	0.053977	-21326	
data/Instance_aproximated_619.txt	Langrange	400	5	3	To be defined	0.013459	-6337.5	
data/Instance_aproximated_620.txt	Langrange	400	5	3	To be defined	0.019036	-8121	
data/Instance_aproximated_621.txt	Langrange	400	5	3	To be defined	0.016675	-13008	
data/Instance_aproximated_622.txt	Langrange	400	5	3	To be defined	0.010737	-17413	
data/Instance_aproximated_623.txt	Langrange	400	5	3	To be defined	0.021259	-20614	
data/Instance_aproximated_624.txt	Langrange	400	5	3	To be defined	0.016059	-6765.5	
data/Instance_aproximated_625.txt	Langrange	400	5	3	To be defined	0.026126	-16489	
data/Instance_aproximated_626.txt	Langrange	400	5	3	To be defined	0.010736	-5827	
data/Instance_aproximated_627.txt	Langrange	400	5	3	To be defined	0.009979	-9472.5	
data/Instance_aproximated_628.txt	Langrange	400	5	3	To be defined	0.042077	-18458	
data/Instance_aproximated_629.txt	Langrange	400	5	3	To be defined	0.035486	-18469	
data/Instance_aproximated_630.txt	Langrange	400	5	3	To be defined	0.016109	-10322	
data/Instance_aproximated_631.txt	Langrange	400	5	3	To be defined	0.012723	-4020	
data/Instance_aproximated_632.txt	Langrange	400	5	3	To be defined	0.019145	-1789	
data/Instance_aproximated_633.txt	Langrange	400	5	3	To be defined	0.0178	-13769	
data/Instance_aproximated_634.txt	Langrange	400	5	3	To be defined	0.017852	-1640.5	
data/Instance_aproximated_635.txt	Langrange	400	5	3	To be defined	0.038908	-20712	
data/Instance_aproximated_636.txt	Langrange	400	5	3	To be defined	0.039387	-19888	
data/Instance_aproximated_637.txt	Langrange	400	5	3	To be defined	0.033529	-4635.5	
data/Instance_aproximated_638.txt	Langrange	400	5	3	To be defined	0.033006	-20418	
data/Instance_aproximated_639.txt	Langrange	400	5	3	To be defined	0.03588	-14198	
data/Instance_aproximated_640.txt	Langrange	400	5	3	To be defined	0.041595	-16705	
data/Instance_aproximated_641.txt	Langrange	400	5	3	To be defined	0.016311	-4330	
data/Instance_aproximated_642.txt	Langrange	400	5	3	To be defined	0.030844	-14292	
data/Instance_aproximated_643.txt	Langrange	400	5	3	To be defined	0.007587	-22997	
data/Instance_aproximated_644.txt	Langrange	400	5	3	To be defined	0.029422	-13929	
data/Instance_aproximated_645.txt	Langrange	400	5	3	To be defined	0.030277	-21947	
data/Instance_aproximated_646.txt	Langrange	400	5	3	To be defined	0.03583	-16518	
data/Instance_aproximated_647.txt	Langrange	400	5	3	To be defined	0.051723	-7332.5	
data/Instance_aproximated_648.txt	Langrange	400	5	3	To be defined	0.013318	-5182.5	
data/Instance_aproximated_649.txt	Langrange	400	5	3	To be defined	0.020197	-10748	
data/Instance_aproximated_650.txt	Langrange	400	5	3	To be defined	0.035393	-7337.5	
data/Instance_aproximated_651.txt	Langrange	400	5	3	To be defined	0.020813	-6222	
data/Instance_aproximated_652.txt	Langrange	400	5	3	To be defined	0.028742	-21295	
data/Instance_aproximated_653.txt	Langrange	400	5	3	To be defined	0.04691	-12990	
data/Instance_aproximated_654.txt	Langrange	400	5	3	To be defined	0.035573	-19673	
data/Instance_aproximated_655.txt	Langrange	400	5	3	To be defined	0.021203	-8702	
